female,cg,sc,hsg,mw,so,we,ne,exp1,exp2,exp3,wage
1,0,1,0,1,0,0,0,7,0.49,0.343,9.2625
0,0,0,1,1,0,0,0,23,5.29,12.167,7.125
1,0,1,0,1,0,0,0,25,6.25,15.625,13.338
1,1,0,0,1,0,0,0,29,8.41,24.389,27.4804125
0,0,1,0,1,0,0,0,26,6.76,17.576,9.975
1,0,1,0,1,0,0,0,9,0.81,0.729,8.0625
0,0,1,0,1,0,0,0,19,3.61,6.859,13.5375
0,0,0,1,1,0,0,0,19,3.61,6.859,9.633
0,0,0,1,1,0,0,0,15,2.25,3.375,9.5
1,0,0,1,1,0,0,0,15,2.25,3.375,11.4
0,1,0,0,1,0,0,0,10,1,1,149.625
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,7.41
1,0,0,1,1,0,0,0,12,1.44,1.728,11.4
1,0,1,0,1,0,0,0,4,0.16,0.064,8.387142857
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,14.82
1,0,0,1,1,0,0,0,10,1,1,13.97314286
1,1,0,0,1,0,0,0,13,1.69,2.197,16.28571429
1,0,1,0,1,0,0,0,15,2.25,3.375,15.675
0,0,0,1,1,0,0,0,13,1.69,2.197,14.65714286
0,0,1,0,1,0,0,0,9,0.81,0.729,15.675
0,0,1,0,1,0,0,0,26.5,7.0225,18.609625,16.03125
1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,13.5375
0,0,1,0,1,0,0,0,6,0.36,0.216,8.90625
1,0,1,0,1,0,0,0,5,0.25,0.125,10.6875
0,1,0,0,1,0,0,0,4,0.16,0.064,12.21428571
0,0,0,1,1,0,0,0,17,2.89,4.913,2.85
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,10.6875
0,1,0,0,1,0,0,0,18,3.24,5.832,10.6875
0,1,0,0,1,0,0,0,19,3.61,6.859,35.625
0,1,0,0,1,0,0,0,6,0.36,0.216,17.8125
1,1,0,0,1,0,0,0,6,0.36,0.216,14.25
1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,11.15217391
0,1,0,0,1,0,0,0,3,0.09,0.027,12.89625
0,1,0,0,1,0,0,0,9,0.81,0.729,22.8
1,0,0,1,1,0,0,0,8,0.64,0.512,6.84
1,0,1,0,1,0,0,0,9,0.81,0.729,10.87524375
0,0,1,0,1,0,0,0,11.5,1.3225,1.520875,53.4375
1,0,0,1,1,0,0,0,10,1,1,14.25
0,1,0,0,1,0,0,0,5,0.25,0.125,23.334375
1,0,0,1,1,0,0,0,8,0.64,0.512,7.41
0,1,0,0,1,0,0,0,7,0.49,0.343,15.54545455
1,0,1,0,1,0,0,0,7,0.49,0.343,9.2625
1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,8.90625
0,0,0,1,1,0,0,0,31,9.61,29.791,12.46875
1,1,0,0,1,0,0,0,19,3.61,6.859,23.8694625
1,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
0,0,0,1,1,0,0,0,31,9.61,29.791,7.236557143
0,1,0,0,1,0,0,0,8,0.64,0.512,17.8125
1,1,0,0,1,0,0,0,3,0.09,0.027,11.25
1,0,0,1,1,0,0,0,7,0.49,0.343,4.071428571
0,0,0,1,1,0,0,0,10,1,1,16.03125
1,1,0,0,1,0,0,0,12,1.44,1.728,12.95454545
0,0,0,1,1,0,0,0,22,4.84,10.648,15.31875
1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,11.04375
0,0,1,0,1,0,0,0,32,10.24,32.768,15.675
1,0,0,1,1,0,0,0,33,10.89,35.937,12.46875
0,0,1,0,1,0,0,0,24,5.76,13.824,10.794375
1,0,1,0,1,0,0,0,12,1.44,1.728,7.916666667
0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,8.90625
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,8.142857143
0,0,1,0,1,0,0,0,9,0.81,0.729,13.61666667
1,0,0,1,1,0,0,0,6,0.36,0.216,3.42
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,11.97
0,0,1,0,1,0,0,0,16.5,2.7225,4.492125,26.3625
1,0,0,1,1,0,0,0,17,2.89,4.913,8.19375
1,0,0,1,1,0,0,0,6,0.36,0.216,13.338
1,0,0,1,1,0,0,0,19,3.61,6.859,11.02629375
0,1,0,0,1,0,0,0,12,1.44,1.728,8.821066667
1,0,0,1,1,0,0,0,13,1.69,2.197,13.18125
0,0,1,0,1,0,0,0,11,1.21,1.331,17.64285714
0,0,0,1,1,0,0,0,20,4,8,14.9625
1,1,0,0,1,0,0,0,26,6.76,17.576,19.59375
1,0,1,0,1,0,0,0,30,9,27,14.03076923
0,1,0,0,1,0,0,0,5,0.25,0.125,21.73125
0,0,0,1,1,0,0,0,13,1.69,2.197,9.2625
0,0,0,1,1,0,0,0,17,2.89,4.913,9.975
0,0,1,0,1,0,0,0,30,9,27,12.1125
1,0,0,1,1,0,0,0,21,4.41,9.261,27.68571429
1,0,0,1,1,0,0,0,34,11.56,39.304,11.19642857
0,0,1,0,1,0,0,0,10.5,1.1025,1.157625,20.43396226
0,0,0,1,1,0,0,0,15,2.25,3.375,10.18875
1,1,0,0,1,0,0,0,10,1,1,11.04375
0,0,0,1,1,0,0,0,25,6.25,15.625,19.10795455
0,0,0,1,1,0,0,0,19,3.61,6.859,10.6875
0,0,0,1,1,0,0,0,8,0.64,0.512,5.34375
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,5.34375
0,0,0,1,1,0,0,0,14,1.96,2.744,11.4
0,0,1,0,1,0,0,0,26.5,7.0225,18.609625,17.1
1,1,0,0,1,0,0,0,14,1.96,2.744,14.25
0,1,0,0,1,0,0,0,13,1.69,2.197,14.25
0,0,0,1,1,0,0,0,34,11.56,39.304,16.03125
0,0,1,0,1,0,0,0,15.5,2.4025,3.723875,14.071875
1,0,1,0,1,0,0,0,7,0.49,0.343,14.25
0,0,0,1,1,0,0,0,33,10.89,35.937,25.33333333
0,1,0,0,1,0,0,0,23,5.29,12.167,8.142857143
0,1,0,0,1,0,0,0,3,0.09,0.027,12.66666667
0,1,0,0,1,0,0,0,14,1.96,2.744,16.921875
1,0,1,0,1,0,0,0,16,2.56,4.096,4.845
0,0,1,0,1,0,0,0,20.5,4.2025,8.615125,10.33125
1,0,0,1,1,0,0,0,23,5.29,12.167,11.4
0,0,1,0,1,0,0,0,16,2.56,4.096,17.45625
1,1,0,0,1,0,0,0,6,0.36,0.216,17.1
1,0,1,0,1,0,0,0,18.5,3.4225,6.331625,5.34375
1,1,0,0,1,0,0,0,23,5.29,12.167,16.03125
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,0.4275
0,0,0,1,1,0,0,0,19,3.61,6.859,12.46875
1,0,0,1,1,0,0,0,17,2.89,4.913,10.6875
1,0,1,0,1,0,0,0,9,0.81,0.729,19.2375
0,0,0,1,1,0,0,0,21,4.41,9.261,7.41
1,1,0,0,1,0,0,0,3,0.09,0.027,10.10454545
0,1,0,0,1,0,0,0,28,7.84,21.952,35.91
0,1,0,0,1,0,0,0,17,2.89,4.913,17.990625
0,1,0,0,1,0,0,0,8,0.64,0.512,59.375
0,1,0,0,1,0,0,0,3,0.09,0.027,17.1
0,1,0,0,1,0,0,0,2,0.04,0.008,14.25
0,1,0,0,1,0,0,0,2,0.04,0.008,14.25
1,0,0,1,1,0,0,0,28,7.84,21.952,11.875
1,0,1,0,1,0,0,0,27.5,7.5625,20.796875,13.42151163
0,0,0,1,1,0,0,0,14,1.96,2.744,17.1
1,1,0,0,1,0,0,0,23,5.29,12.167,13.5375
0,0,1,0,1,0,0,0,9,0.81,0.729,16.3875
0,1,0,0,1,0,0,0,2,0.04,0.008,19.11585366
1,1,0,0,1,0,0,0,3,0.09,0.027,14.25
0,0,1,0,1,0,0,0,18,3.24,5.832,21.375
1,0,1,0,1,0,0,0,15,2.25,3.375,14.079
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,21.375
0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,14.25
0,0,1,0,1,0,0,0,18.5,3.4225,6.331625,12.46875
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,11.4
0,0,0,1,1,0,0,0,20,4,8,14.25
0,0,0,1,1,0,0,0,14,1.96,2.744,18.36666667
1,1,0,0,1,0,0,0,19,3.61,6.859,14.25
0,0,1,0,1,0,0,0,11,1.21,1.331,14.25
0,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,13.5375
0,0,1,0,1,0,0,0,24,5.76,13.824,16.494375
1,0,1,0,1,0,0,0,13,1.69,2.197,9
0,0,0,1,1,0,0,0,8,0.64,0.512,10.438125
0,1,0,0,1,0,0,0,20,4,8,8.43125
1,0,1,0,1,0,0,0,10,1,1,5.225
0,0,1,0,1,0,0,0,13,1.69,2.197,7.710545455
1,0,1,0,1,0,0,0,16.5,2.7225,4.492125,13.395
0,1,0,0,1,0,0,0,3,0.09,0.027,8.55
0,1,0,0,1,0,0,0,5,0.25,0.125,18.43
1,0,0,1,1,0,0,0,27,7.29,19.683,16.96428571
0,0,1,0,1,0,0,0,20,4,8,4.275
1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,7.125
1,0,0,1,1,0,0,0,15,2.25,3.375,4.885714286
1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,11.4
0,0,0,1,1,0,0,0,14,1.96,2.744,8.90625
0,0,1,0,1,0,0,0,21,4.41,9.261,13.45833333
0,0,0,1,1,0,0,0,31,9.61,29.791,9.39893617
1,1,0,0,1,0,0,0,18,3.24,5.832,10.26
0,0,1,0,1,0,0,0,12.5,1.5625,1.953125,19.59375
0,0,0,1,1,0,0,0,10,1,1,14.25
0,1,0,0,1,0,0,0,8,0.64,0.512,23.15625
0,1,0,0,1,0,0,0,10,1,1,17.1
0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,4.885714286
1,1,0,0,1,0,0,0,8,0.64,0.512,6.4125
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,16.03125
0,0,0,1,1,0,0,0,8,0.64,0.512,8.55
0,0,1,0,1,0,0,0,14,1.96,2.744,23.75
1,0,1,0,1,0,0,0,26.5,7.0225,18.609625,17.8125
0,0,0,1,1,0,0,0,13,1.69,2.197,12.825
0,1,0,0,1,0,0,0,20,4,8,12.46875
0,0,1,0,1,0,0,0,18,3.24,5.832,19.59375
1,0,1,0,1,0,0,0,8.5,0.7225,0.614125,8.55
0,0,0,1,1,0,0,0,28,7.84,21.952,8.25
1,1,0,0,1,0,0,0,15,2.25,3.375,26.125
0,1,0,0,1,0,0,0,10,1,1,19.95
0,1,0,0,1,0,0,0,8,0.64,0.512,26.91666667
0,1,0,0,1,0,0,0,11,1.21,1.331,11.4
0,0,0,1,1,0,0,0,22,4.84,10.648,11.04375
0,0,1,0,1,0,0,0,31.5,9.9225,31.255875,9.2625
1,1,0,0,1,0,0,0,25,6.25,15.625,15.2
0,1,0,0,1,0,0,0,7,0.49,0.343,9.327272727
0,1,0,0,1,0,0,0,4,0.16,0.064,12.255
0,0,1,0,1,0,0,0,18,3.24,5.832,16.3875
0,0,0,1,1,0,0,0,6,0.36,0.216,7.8375
0,0,1,0,1,0,0,0,28.5,8.1225,23.149125,12.5875
1,1,0,0,1,0,0,0,5,0.25,0.125,12.46875
1,0,0,1,1,0,0,0,11,1.21,1.331,0.004275
1,0,1,0,1,0,0,0,29,8.41,24.389,12.46875
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,19.59375
1,1,0,0,1,0,0,0,17,2.89,4.913,14.25
1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,10.33125
0,0,1,0,1,0,0,0,14,1.96,2.744,12.46875
1,0,1,0,1,0,0,0,15.5,2.4025,3.723875,17.8125
0,1,0,0,1,0,0,0,28,7.84,21.952,4.845
1,0,1,0,1,0,0,0,29.5,8.7025,25.672375,21.375
1,0,1,0,1,0,0,0,28.5,8.1225,23.149125,7.125
1,0,0,1,1,0,0,0,6,0.36,0.216,11.4
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,10.6875
0,1,0,0,1,0,0,0,14,1.96,2.744,14.25
1,0,1,0,1,0,0,0,20,4,8,18.133125
0,1,0,0,1,0,0,0,4,0.16,0.064,21.53333333
1,1,0,0,1,0,0,0,5,0.25,0.125,9.975
1,0,1,0,1,0,0,0,7.5,0.5625,0.421875,9.771428571
0,1,0,0,1,0,0,0,3,0.09,0.027,10.224375
0,0,0,1,1,0,0,0,30,9,27,9.975
0,1,0,0,1,0,0,0,16,2.56,4.096,17.41666667
1,1,0,0,1,0,0,0,7,0.49,0.343,14.725
1,0,1,0,1,0,0,0,6,0.36,0.216,7.461458333
0,0,0,1,1,0,0,0,10,1,1,5.13
0,0,0,1,1,0,0,0,9,0.81,0.729,8.55
1,0,1,0,1,0,0,0,8,0.64,0.512,8.90625
1,1,0,0,1,0,0,0,2,0.04,0.008,21.375
1,1,0,0,1,0,0,0,2,0.04,0.008,22.44375
0,1,0,0,1,0,0,0,2,0.04,0.008,17.1
0,1,0,0,1,0,0,0,18,3.24,5.832,47.5
0,1,0,0,1,0,0,0,18,3.24,5.832,26.9859375
1,1,0,0,1,0,0,0,15,2.25,3.375,18.525
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,20.26666667
0,1,0,0,1,0,0,0,17,2.89,4.913,21.375
0,1,0,0,1,0,0,0,28,7.84,21.952,17.8125
0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,10.6875
1,1,0,0,1,0,0,0,17,2.89,4.913,24.9382125
1,1,0,0,1,0,0,0,28,7.84,21.952,8.55
0,1,0,0,1,0,0,0,8,0.64,0.512,21.375
1,0,0,1,1,0,0,0,10,1,1,18.525
1,1,0,0,1,0,0,0,6,0.36,0.216,17.8125
1,1,0,0,1,0,0,0,10,1,1,14.9625
1,1,0,0,1,0,0,0,9,0.81,0.729,29.2125
1,1,0,0,1,0,0,0,8,0.64,0.512,24.225
0,0,0,1,1,0,0,0,7,0.49,0.343,8.387142857
1,1,0,0,1,0,0,0,24,5.76,13.824,13.18125
1,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
0,1,0,0,1,0,0,0,18,3.24,5.832,11.04375
1,0,0,1,1,0,0,0,35,12.25,42.875,9.013125
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.183571429
1,0,1,0,1,0,0,0,24.5,6.0025,14.706125,11.875
0,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
0,1,0,0,1,0,0,0,3,0.09,0.027,11.506875
1,1,0,0,1,0,0,0,3,0.09,0.027,10.37815126
0,1,0,0,1,0,0,0,4,0.16,0.064,17.206875
1,0,1,0,1,0,0,0,5.5,0.3025,0.166375,17.33108108
1,1,0,0,1,0,0,0,6,0.36,0.216,19.59375
0,1,0,0,1,0,0,0,31,9.61,29.791,26.91666667
1,1,0,0,1,0,0,0,24,5.76,13.824,31.9561
0,1,0,0,1,0,0,0,5,0.25,0.125,24.225
0,1,0,0,1,0,0,0,5,0.25,0.125,14.25
0,1,0,0,1,0,0,0,7,0.49,0.343,9.975
0,0,1,0,1,0,0,0,6,0.36,0.216,4.75
1,1,0,0,1,0,0,0,4,0.16,0.064,8.55
1,0,1,0,1,0,0,0,20,4,8,14.25
1,0,0,1,1,0,0,0,7,0.49,0.343,7.125
0,1,0,0,1,0,0,0,5,0.25,0.125,16.53
1,0,1,0,1,0,0,0,11.5,1.3225,1.520875,8.142857143
0,0,1,0,1,0,0,0,10,1,1,12.46875
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,6.4125
1,0,0,1,1,0,0,0,18,3.24,5.832,13.395
0,1,0,0,1,0,0,0,16,2.56,4.096,35.625
0,1,0,0,1,0,0,0,10,1,1,16.03125
1,0,1,0,1,0,0,0,23,5.29,12.167,7.41
1,0,0,1,1,0,0,0,10,1,1,12.9675
0,0,1,0,1,0,0,0,32,10.24,32.768,17.1
0,0,1,0,1,0,0,0,28,7.84,21.952,9.61875
0,0,1,0,1,0,0,0,7,0.49,0.343,14.25
1,0,1,0,1,0,0,0,9.5,0.9025,0.857375,12.46875
0,0,0,1,1,0,0,0,7,0.49,0.343,12.46875
0,0,1,0,1,0,0,0,4,0.16,0.064,17.41666667
0,0,1,0,1,0,0,0,8.5,0.7225,0.614125,9.2625
0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,13.57142857
1,1,0,0,1,0,0,0,2,0.04,0.008,10.99285714
1,1,0,0,1,0,0,0,27,7.29,19.683,18.88125
0,1,0,0,1,0,0,0,3,0.09,0.027,21.83294318
1,0,1,0,1,0,0,0,11,1.21,1.331,10.33125
1,1,0,0,1,0,0,0,26,6.76,17.576,16.625
1,0,1,0,1,0,0,0,19.5,3.8025,7.414875,17.50714286
1,0,0,1,1,0,0,0,11,1.21,1.331,11.75625
0,0,0,1,1,0,0,0,15,2.25,3.375,11.875
0,0,0,1,1,0,0,0,14,1.96,2.744,14.25
1,0,1,0,1,0,0,0,24.5,6.0025,14.706125,23.15625
1,0,1,0,1,0,0,0,6,0.36,0.216,14.9625
1,1,0,0,1,0,0,0,12,1.44,1.728,33.54200625
1,1,0,0,1,0,0,0,12,1.44,1.728,23.15625
0,1,0,0,1,0,0,0,11,1.21,1.331,1.295454545
0,0,1,0,1,0,0,0,15,2.25,3.375,58.1875
1,0,1,0,1,0,0,0,5,0.25,0.125,13.68
0,0,0,1,1,0,0,0,19,3.61,6.859,16.03125
0,1,0,0,1,0,0,0,6,0.36,0.216,30.28125
0,0,1,0,1,0,0,0,10,1,1,12.9244186
1,0,0,1,1,0,0,0,14,1.96,2.744,12.46875
1,0,1,0,1,0,0,0,10,1,1,7.916666667
1,0,1,0,1,0,0,0,12,1.44,1.728,4.63125
0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,20.6625
1,0,1,0,1,0,0,0,10.5,1.1025,1.157625,10.17058824
0,0,0,1,1,0,0,0,6,0.36,0.216,12.46875
1,1,0,0,1,0,0,0,17,2.89,4.913,14.9625
1,0,1,0,1,0,0,0,4,0.16,0.064,13.338
1,0,1,0,1,0,0,0,17.5,3.0625,5.359375,14.65714286
0,0,1,0,1,0,0,0,27.5,7.5625,20.796875,12.46875
0,1,0,0,1,0,0,0,2,0.04,0.008,0.814285714
1,0,1,0,1,0,0,0,7,0.49,0.343,3.766071429
1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,10.6875
1,0,1,0,1,0,0,0,19,3.61,6.859,10.6875
0,0,0,1,1,0,0,0,21,4.41,9.261,8.19375
0,0,1,0,1,0,0,0,15,2.25,3.375,13.68
0,0,0,1,1,0,0,0,35,12.25,42.875,16.625
1,1,0,0,1,0,0,0,24,5.76,13.824,12.18375
1,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
1,0,0,1,1,0,0,0,6,0.36,0.216,11.4
0,0,0,1,1,0,0,0,6,0.36,0.216,6.138461538
0,0,0,1,1,0,0,0,13,1.69,2.197,5.985
0,1,0,0,1,0,0,0,16,2.56,4.096,24.9375
1,0,0,1,1,0,0,0,30,9,27,12.1125
0,0,0,1,1,0,0,0,16,2.56,4.096,12.825
0,0,0,1,1,0,0,0,7,0.49,0.343,11.65909091
0,0,1,0,1,0,0,0,30.5,9.3025,28.372625,10.85192308
0,0,1,0,1,0,0,0,16,2.56,4.096,21.01875
0,0,0,1,1,0,0,0,28,7.84,21.952,16.157125
0,0,0,1,1,0,0,0,33,10.89,35.937,8.8179
0,0,1,0,1,0,0,0,33,10.89,35.937,12.1125
0,0,0,1,1,0,0,0,10,1,1,9.567857143
0,1,0,0,1,0,0,0,3,0.09,0.027,17.91428571
1,0,1,0,1,0,0,0,26.5,7.0225,18.609625,7.188333333
0,0,0,1,1,0,0,0,8,0.64,0.512,7.125
1,0,1,0,1,0,0,0,7,0.49,0.343,7.422825
0,1,0,0,1,0,0,0,5,0.25,0.125,25.08
0,1,0,0,1,0,0,0,2,0.04,0.008,11.4
0,0,1,0,1,0,0,0,15,2.25,3.375,9.61875
0,0,0,1,1,0,0,0,7,0.49,0.343,8.233333333
1,1,0,0,1,0,0,0,12,1.44,1.728,15.54545455
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,11.4
0,0,1,0,1,0,0,0,17.5,3.0625,5.359375,17.30357143
0,0,0,1,1,0,0,0,20,4,8,18.579625
0,0,1,0,1,0,0,0,7,0.49,0.343,7.8375
0,0,0,1,1,0,0,0,16,2.56,4.096,9.975
0,0,1,0,1,0,0,0,23.5,5.5225,12.977875,9.975
0,0,0,1,1,0,0,0,27,7.29,19.683,8.19375
1,0,0,1,1,0,0,0,26,6.76,17.576,22.0875
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,12.35
1,0,0,1,1,0,0,0,16,2.56,4.096,5.9375
1,0,1,0,1,0,0,0,9,0.81,0.729,16.03125
0,0,0,1,1,0,0,0,22,4.84,10.648,11.75625
0,0,0,1,1,0,0,0,17,2.89,4.913,17.37804878
0,0,0,1,1,0,0,0,11,1.21,1.331,12.62224286
0,0,0,1,1,0,0,0,34,11.56,39.304,8.55
1,0,0,1,1,0,0,0,6,0.36,0.216,7.48125
0,1,0,0,1,0,0,0,6,0.36,0.216,14.25
1,0,1,0,1,0,0,0,9,0.81,0.729,17.1
1,1,0,0,1,0,0,0,16,2.56,4.096,13.487625
0,0,1,0,1,0,0,0,18,3.24,5.832,16.03125
0,1,0,0,1,0,0,0,18,3.24,5.832,16.74375
0,0,0,1,1,0,0,0,34,11.56,39.304,9.975
0,1,0,0,1,0,0,0,4,0.16,0.064,15.2
0,0,0,1,1,0,0,0,19,3.61,6.859,12.46875
1,0,1,0,1,0,0,0,32.5,10.5625,34.328125,12.46875
0,1,0,0,1,0,0,0,2,0.04,0.008,8.90625
1,1,0,0,1,0,0,0,3,0.09,0.027,17.45625
1,0,1,0,1,0,0,0,20,4,8,9.975
0,1,0,0,1,0,0,0,7,0.49,0.343,21.37464375
0,0,1,0,1,0,0,0,4,0.16,0.064,7.125
0,0,0,1,1,0,0,0,14,1.96,2.744,7.125
0,0,1,0,1,0,0,0,20.5,4.2025,8.615125,13.84285714
1,0,1,0,1,0,0,0,12.5,1.5625,1.953125,10.6875
0,0,1,0,1,0,0,0,30,9,27,32.0625
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,8.55
1,0,1,0,1,0,0,0,15,2.25,3.375,4.75
0,1,0,0,1,0,0,0,22,4.84,10.648,31.528125
0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,10.6875
0,0,0,1,1,0,0,0,6,0.36,0.216,10.6875
1,0,1,0,1,0,0,0,12,1.44,1.728,11.008125
0,1,0,0,1,0,0,0,2,0.04,0.008,12.59302326
0,0,0,1,1,0,0,0,11,1.21,1.331,12.1125
1,0,1,0,1,0,0,0,14.5,2.1025,3.048625,19.95
1,1,0,0,1,0,0,0,10,1,1,18.93255
1,1,0,0,1,0,0,0,3,0.09,0.027,30.99375
0,1,0,0,1,0,0,0,3,0.09,0.027,13.5375
0,0,0,1,1,0,0,0,27,7.29,19.683,9.975
0,1,0,0,1,0,0,0,2,0.04,0.008,12.33515625
1,0,1,0,1,0,0,0,7,0.49,0.343,10.6875
1,1,0,0,1,0,0,0,3,0.09,0.027,12.46875
1,1,0,0,1,0,0,0,3,0.09,0.027,13.18125
0,1,0,0,1,0,0,0,3,0.09,0.027,16.03125
0,1,0,0,1,0,0,0,3,0.09,0.027,14.25
0,0,0,1,1,0,0,0,19,3.61,6.859,6.2678625
1,0,1,0,1,0,0,0,16,2.56,4.096,21.375
1,1,0,0,1,0,0,0,2,0.04,0.008,11.578125
0,1,0,0,1,0,0,0,3,0.09,0.027,16.6725
1,0,0,1,1,0,0,0,35,12.25,42.875,22.44375
1,1,0,0,1,0,0,0,26,6.76,17.576,11.75625
1,1,0,0,1,0,0,0,6,0.36,0.216,10.6875
0,0,1,0,1,0,0,0,12,1.44,1.728,15.10956
0,0,1,0,1,0,0,0,10,1,1,35.26875
1,0,0,1,1,0,0,0,29,8.41,24.389,8.265
0,1,0,0,1,0,0,0,3,0.09,0.027,4.275
1,1,0,0,1,0,0,0,22,4.84,10.648,14.82
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,9.61875
1,0,1,0,1,0,0,0,6.5,0.4225,0.274625,17.8125
1,0,0,1,1,0,0,0,18,3.24,5.832,10.1175
1,0,0,1,1,0,0,0,14,1.96,2.744,8.19375
1,0,0,1,1,0,0,0,6,0.36,0.216,13.5375
0,1,0,0,1,0,0,0,3,0.09,0.027,17.98214286
1,1,0,0,1,0,0,0,3,0.09,0.027,15.36764706
0,1,0,0,1,0,0,0,2,0.04,0.008,17.1
0,0,1,0,1,0,0,0,13.5,1.8225,2.460375,8.55
0,0,0,1,1,0,0,0,17,2.89,4.913,8.90625
1,1,0,0,1,0,0,0,4,0.16,0.064,10.99238372
0,0,1,0,1,0,0,0,9.5,0.9025,0.857375,19.59375
0,0,1,0,1,0,0,0,18,3.24,5.832,11.08333333
0,0,1,0,1,0,0,0,19,3.61,6.859,7.125
0,0,0,1,1,0,0,0,27,7.29,19.683,26.71875
0,1,0,0,1,0,0,0,2,0.04,0.008,7.125
0,1,0,0,1,0,0,0,4,0.16,0.064,8.9775
1,1,0,0,1,0,0,0,3,0.09,0.027,12.46875
0,1,0,0,1,0,0,0,3,0.09,0.027,12.825
1,1,0,0,1,0,0,0,8,0.64,0.512,9.61875
1,1,0,0,1,0,0,0,12,1.44,1.728,11.75625
0,1,0,0,1,0,0,0,7,0.49,0.343,17.1
0,0,0,1,1,0,0,0,13,1.69,2.197,6.138461538
0,0,1,0,1,0,0,0,7.5,0.5625,0.421875,6.8875
0,0,0,1,1,0,0,0,16,2.56,4.096,13.51923077
1,0,0,1,1,0,0,0,30,9,27,9.084375
1,0,0,1,1,0,0,0,10,1,1,7.125
0,0,1,0,1,0,0,0,6.5,0.4225,0.274625,9.796875
1,0,1,0,1,0,0,0,19.5,3.8025,7.414875,11.04375
1,0,1,0,1,0,0,0,4,0.16,0.064,6.234375
1,0,1,0,1,0,0,0,4,0.16,0.064,6.333333333
1,0,1,0,1,0,0,0,15,2.25,3.375,24.9375
1,0,0,1,1,0,0,0,21,4.41,9.261,7.8375
0,0,0,1,1,0,0,0,9,0.81,0.729,9.975
1,0,0,1,1,0,0,0,16,2.56,4.096,5.292857143
0,1,0,0,1,0,0,0,15,2.25,3.375,25.65
0,0,0,1,1,0,0,0,12,1.44,1.728,10.6875
0,0,0,1,1,0,0,0,9,0.81,0.729,12.69545455
0,1,0,0,1,0,0,0,5,0.25,0.125,11.115
0,0,1,0,1,0,0,0,14.5,2.1025,3.048625,11.856
1,1,0,0,1,0,0,0,8,0.64,0.512,19.296875
1,0,1,0,1,0,0,0,4.5,0.2025,0.091125,7.125
0,0,1,0,1,0,0,0,26,6.76,17.576,31.70625
0,1,0,0,1,0,0,0,15,2.25,3.375,20.6625
0,0,1,0,1,0,0,0,5.5,0.3025,0.166375,23.15625
1,0,1,0,1,0,0,0,23,5.29,12.167,12.21428571
1,1,0,0,1,0,0,0,2,0.04,0.008,10.6875
0,0,1,0,1,0,0,0,4.5,0.2025,0.091125,8.55
0,1,0,0,1,0,0,0,16,2.56,4.096,20.55166667
1,0,0,1,1,0,0,0,6,0.36,0.216,10.33125
1,1,0,0,1,0,0,0,14,1.96,2.744,12.258363
0,1,0,0,1,0,0,0,18,3.24,5.832,21.375
0,0,1,0,1,0,0,0,10.5,1.1025,1.157625,24.9375
0,1,0,0,1,0,0,0,21,4.41,9.261,29.64
1,1,0,0,1,0,0,0,10,1,1,17.45625
1,0,1,0,1,0,0,0,33.5,11.2225,37.595375,4.275
1,0,1,0,1,0,0,0,5,0.25,0.125,10.6875
0,0,1,0,1,0,0,0,19.5,3.8025,7.414875,7.8375
